time	mode	theta	u	uh	u+uh	h
4.7E-06	0	0.18714565612204836	0	0	0	0
4.7E-06	0	0.18714565612204836	0	0	0	0
4.7E-06	0	0.18867963690993372	0	0	0	0
0.1352194	0	0.18867963690993372	0	0	0	0
0.1352194	0	0.18714565612204836	0	0	0	0
0.2570334	0	0.18714565612204836	0	0	0	0
0.2570334	0	0.18714565612204836	0	0	0	0
0.3794511	0	0.18714565612204836	0	0	0	0
0.3794511	0	0.18714565612204836	0	0	0	0
0.5040363	0	0.18714565612204836	0	0	0	0
0.5040363	0	0.18867963690993372	0	0	0	0
0.626916	0	0.18867963690993372	0	0	0	0
0.626916	0	0.18714565612204836	0	0	0	0
0.7497792	0	0.18714565612204836	0	0	0	0
0.7497792	0	0.18714565612204836	0	0	0	0
0.8736164	0	0.18714565612204836	0	0	0	0
0.8736164	0	0.18714565612204836	0	0	0	0
0.9957081	0	0.18714565612204836	0	0	0	0
0.9957081	0	0.18714565612204836	0	0	0	0
1.1206963	0	0.18714565612204836	0	0	0	0
1.1206963	0	0.18714565612204836	0	0	0	0
1.2449339	0	0.18714565612204836	0	0	0	0
1.2449339	0	0.18714565612204836	0	0	0	0
1.3676727	0	0.18714565612204836	0	0	0	0
1.3676727	0	0.18714565612204836	0	0	0	0
1.4921163	0	0.18714565612204836	0	0	0	0
1.4921163	0	0.18714565612204836	0	0	0	0
1.6142306	0	0.18714565612204836	0	0	0	0
1.6142306	0	0.18714565612204836	0	0	0	0
1.7370482	0	0.18714565612204836	0	0	0	0
1.7370482	0	0.18867963690993372	0	0	0	0
1.8605161	0	0.18867963690993372	0	0	0	0
1.8605161	0	0.18714565612204836	0	0	0	0
1.9842881	0	0.18714565612204836	0	0	0	0
1.9842881	0	0.18867963690993372	0	0	0	0
2.1079431	0	0.18867963690993372	0	0	0	0
2.1079431	0	0.18714565612204836	0	0	0	0
2.2325104	0	0.18714565612204836	0	0	0	0
2.2325104	0	0.18714565612204836	0	0	0	0
2.3566137	0	0.18714565612204836	0	0	0	0
2.3566137	0	0.18714565612204836	0	0	0	0
2.477186	0	0.18714565612204836	0	0	0	0
2.477186	0	0.18714565612204836	0	0	0	0
2.6012461	0	0.18714565612204836	0	0	0	0
2.6012461	0	0.18714565612204836	0	0	0	0
2.7260687	0	0.18714565612204836	0	0	0	0
2.7260687	0	0.18714565612204836	0	0	0	0
2.8481897	0	0.18714565612204836	0	0	0	0
2.8481897	0	0.18714565612204836	0	0	0	0
