time	mode	theta	u	uh	u+uh	h
6.3E-06	1	2.604699377829819	0	0	0	0.29088454618775983
0.1253874	1	2.604699377829819	0	0	0	0.29442887719144284
0.1253874	1	2.606233358617704	0	0	0	0.29442887719144284
0.2520322	1	2.606233358617704	0	0	0	0.29088454618775983
0.2520322	1	2.604699377829819	0	0	0	0.29088454618775983
0.3772744	1	2.604699377829819	0	0	0	0.29442887719144284
0.3772744	1	2.606233358617704	0	0	0	0.29442887719144284
0.5029602	1	2.606233358617704	0	0	0	0.29088454618775983
0.5029602	1	2.606233358617704	0	0	0	0.29088454618775983
0.6271828	1	2.606233358617704	0	0	0	0.29088454618775983
0.6271828	1	2.604699377829819	0	0	0	0.29088454618775983
0.7512424	1	2.604699377829819	0	0	0	0.29442887719144284
0.7512424	1	2.604699377829819	0	0	0	0.29442887719144284
0.8750035	1	2.604699377829819	0	0	0	0.29442887719144284
0.8750035	1	2.606233358617704	0	0	0	0.29442887719144284
1.0003779	1	2.606233358617704	0	0	0	0.29088454618775983
1.0003779	1	2.604699377829819	0	0	0	0.29088454618775983
1.1254145	1	2.604699377829819	0	0	0	0.29442887719144284
1.1254145	1	2.604699377829819	0	0	0	0.29442887719144284
1.251294	1	2.604699377829819	0	0	0	0.29442887719144284
1.251294	1	2.604699377829819	0	0	0	0.29442887719144284
1.3778914	1	2.604699377829819	0	0	0	0.29442887719144284
1.3778914	1	2.606233358617704	0	0	0	0.29442887719144284
1.5034159	1	2.606233358617704	0	0	0	0.29088454618775983
1.5034159	1	2.604699377829819	0	0	0	0.29088454618775983
1.6280107	1	2.604699377829819	0	0	0	0.29442887719144284
1.6280107	1	2.606233358617704	0	0	0	0.29442887719144284
1.7529561	1	2.606233358617704	0	0	0	0.29088454618775983
1.7529561	1	2.604699377829819	0	0	0	0.29088454618775983
1.878339	1	2.604699377829819	0	0	0	0.29442887719144284
1.878339	1	2.606233358617704	0	0	0	0.29442887719144284
2.0035889	1	2.606233358617704	0	0	0	0.29088454618775983
2.0035889	1	2.606233358617704	0	0	0	0.29088454618775983
2.1280865	1	2.606233358617704	0	0	0	0.29088454618775983
2.1280865	1	2.606233358617704	0	0	0	0.29088454618775983
2.2518807	1	2.606233358617704	0	0	0	0.29088454618775983
2.2518807	1	2.606233358617704	0	0	0	0.29088454618775983
2.3756456	1	2.606233358617704	0	0	0	0.29088454618775983
2.3756456	1	2.604699377829819	0	0	0	0.29088454618775983
2.4987421	1	2.604699377829819	0	0	0	0.29442887719144284
2.4987421	1	2.604699377829819	0	0	0	0.29442887719144284
2.6226653	1	2.604699377829819	0	0	0	0.29442887719144284
2.6226653	1	2.604699377829819	0	0	0	0.29442887719144284
2.7461793	1	2.604699377829819	0	0	0	0.29442887719144284
2.7461793	1	2.604699377829819	0	0	0	0.29442887719144284
2.8709173	1	2.604699377829819	0	0	0	0.29442887719144284
2.8709173	1	2.606233358617704	0	0	0	0.29442887719144284
2.9950049	1	2.606233358617704	0	0	0	0.29088454618775983
2.9950049	1	2.604699377829819	0	0	0	0.29088454618775983
3.1188907	1	2.604699377829819	0	0	0	0.29442887719144284
3.1188907	1	2.604699377829819	0	0	0	0.29442887719144284
3.2429145	1	2.604699377829819	0	0	0	0.29442887719144284
3.2429145	1	2.604699377829819	0	0	0	0.29442887719144284
3.3684018	1	2.604699377829819	0	0	0	0.29442887719144284
3.3684018	1	2.604699377829819	0	0	0	0.29442887719144284
3.4930794	1	2.604699377829819	0	0	0	0.29442887719144284
3.4930794	1	2.604699377829819	0	0	0	0.29442887719144284
3.6186208	1	2.604699377829819	0	0	0	0.29442887719144284
3.6186208	1	2.604699377829819	0	0	0	0.29442887719144284
3.7438608	1	2.604699377829819	0	0	0	0.29442887719144284
3.7438608	1	2.604699377829819	0	0	0	0.29442887719144284
3.8694428	1	2.604699377829819	0	0	0	0.29442887719144284
3.8694428	1	2.606233358617704	0	0	0	0.29442887719144284
3.9919176	1	2.606233358617704	0	0	0	0.29088454618775983
3.9919176	1	2.606233358617704	0	0	0	0.29088454618775983
4.116325	1	2.606233358617704	0	0	0	0.29088454618775983
4.116325	1	2.604699377829819	0	0	0	0.29088454618775983
4.2415839	1	2.604699377829819	0	0	0	0.29442887719144284
4.2415839	1	2.604699377829819	0	0	0	0.29442887719144284
4.366297	1	2.604699377829819	0	0	0	0.29442887719144284
4.366297	1	2.604699377829819	0	0	0	0.29442887719144284
4.5066748	1	2.604699377829819	0	0	0	0.29442887719144284
4.5066748	1	2.604699377829819	0	0	0	0.29442887719144284
4.6301963	1	2.604699377829819	0	0	0	0.29442887719144284
4.6301963	1	2.604699377829819	0	0	0	0.29442887719144284
4.7532575	1	2.604699377829819	0	0	0	0.29442887719144284
4.7532575	1	2.604699377829819	0	0	0	0.29442887719144284
4.8790743	1	2.604699377829819	0	0	0	0.29442887719144284
4.8790743	1	2.604699377829819	0	0	0	0.29442887719144284
5.0033568	1	2.604699377829819	0	0	0	0.29442887719144284
5.0033568	1	2.606233358617704	0	0	0	0.29442887719144284
5.1300866	1	2.606233358617704	0	-1.000030518509476	-1.000030518509476	0.29088454618775983
5.1300866	1	2.598563454678276	0	-1.000030518509476	-1.000030518509476	0.29088454618775983
5.2536788	1	2.598563454678276	0	-1.000030518509476	-1.000030518509476	0.30855913926503087
5.2536788	1	2.468175087707997	0	-1.000030518509476	-1.000030518509476	0.30855913926503087
5.3790798	1	2.468175087707997	0	-1.000030518509476	-1.000030518509476	0.5910260290879826
5.3790798	1	2.319378951283089	0	-1.000030518509476	-1.000030518509476	0.5910260290879826
