time	mode	theta	u	uh	u+uh	h
1.83E-05	1	2.6031653970419333	0	0	0	0.29796850200101266
1.83E-05	1	2.6031653970419333	0	0	0	0.29796850200101266
1.83E-05	1	2.604699377829819	0	0	0	0.29796850200101266
0.1380582	1	2.604699377829819	0	0	0	0.29442887719144284
0.1380582	1	2.604699377829819	0	0	0	0.29442887719144284
0.2598821	1	2.604699377829819	0	0	0	0.29442887719144284
0.2598821	1	2.604699377829819	0	0	0	0.29442887719144284
0.3841814	1	2.604699377829819	0	0	0	0.29442887719144284
0.3841814	1	2.604699377829819	0	0	0	0.29442887719144284
0.5072194	1	2.604699377829819	0	0	0	0.29442887719144284
0.5072194	1	2.6031653970419333	0	0	0	0.29442887719144284
0.6314327	1	2.6031653970419333	0	0	0	0.29796850200101266
0.6314327	1	2.604699377829819	0	0	0	0.29796850200101266
0.7561311	1	2.604699377829819	0	-1	-1	0.29442887719144284
0.7561311	1	2.59702947389039	0	-1	-1	0.29442887719144284
0.8798814	1	2.59702947389039	0	-1	-1	0.3120799392981398
0.8798814	1	2.468175087707997	0	-1	-1	0.3120799392981398
1.0047109	1	2.468175087707997	0	-1	-1	0.5910260290879826
1.0047109	1	2.319378951283089	0	-1	-1	0.5910260290879826
1.1290003	1	2.319378951283089	0	-1	-1	0.8718290220192668
1.1290003	1	2.198194469040124	0	-1	-1	0.8718290220192668
1.2520256	1	2.198194469040124	0	-1	-1	1.0678067815774916
1.2520256	1	2.06934008285773	0	-1	-1	1.0678067815774916
1.3746919	1	2.06934008285773	0	-1	-1	1.2439695918912699
1.3746919	1	1.9420196774632217	0	-1	-1	1.2439695918912699
1.512759	1	1.9420196774632217	0	-1	-1	1.3854189475763636
1.512759	1	1.7978254834019713	0	-1	-1	1.3854189475763636
1.6359859	1	1.7978254834019713	0	-1	-1	1.5064637745681078
1.6359859	1	1.6720390587953489	0	-1	-1	1.5064637745681078
1.758954	1	1.6720390587953489	0	-1	-1	1.578096173719207
1.758954	1	1.5462526341887264	0	-1	-1	1.578096173719207
1.8820374	1	1.5462526341887264	0	-1	-1	1.618084123639671
1.8820374	1	1.4220001903699897	0	-1	-1	1.618084123639671
2.007719	1	1.4220001903699897	0	-1	-1	1.6265164751827534
2.007719	1	1.2946797849754814	0	-1	-1	1.6265164751827534
2.1310932	1	1.2946797849754814	0	-1	-1	1.6031266757886944
2.1310932	1	1.1719613219446297	0	-1	-1	1.6031266757886944
2.2554502	1	1.1719613219446297	0.025161020902651206	-1	-0.9748389790973488	1.5498979051994315
2.2554502	1	1.0415729549743507	0.025161020902651206	-1	-0.9748389790973488	1.5498979051994315
2.3970495	1	1.0415729549743507	0.3745807216960347	-1	-0.6254192783039654	1.4603401502154685
2.3970495	1	0.909650607216185	0.3745807216960347	-1	-0.6254192783039654	1.4603401502154685
2.520217	1	0.909650607216185	0.5677559043137238	-1	-0.4322440956862762	1.3351241292555358
2.520217	1	0.8421554525492172	0.5677559043137238	-1	-0.4322440956862762	1.3351241292555358
2.6417858	1	0.8421554525492172	0.6380491924561323	-1	-0.36195080754386766	1.2576004033623653
2.6417858	1	0.7930680673368764	0.6380491924561323	-1	-0.36195080754386766	1.2576004033623653
2.7652194	1	0.7930680673368764	0.6816258466949928	-1	-0.3183741533050072	1.1954967797596063
2.7652194	1	0.7501166052760784	0.6816258466949928	-1	-0.3183741533050072	1.1954967797596063
2.8886719	1	0.7501166052760784	0.7157307340568162	-1	-0.2842692659431838	1.1372029060504207
2.8886719	1	0.7117670855789373	0.7157307340568162	-1	-0.2842692659431838	1.1372029060504207
3.0119376	1	0.7117670855789373	0.7435677880133188	-1	-0.2564322119866812	1.0820369509230392
3.0119376	1	0.6764855274575678	0.7435677880133188	-1	-0.2564322119866812	1.0820369509230392
3.1352457	1	0.6764855274575678	0.7673282404024965	-1	-0.23267175959750352	1.0286864530542559
3.1352457	1	0.6442719309119691	0.7673282404024965	-1	-0.23267175959750352	1.0286864530542559
3.2589875	1	0.6442719309119691	0.7876778136467915	-1	-0.21232218635320854	0.9778008672319674
3.2589875	1	0.6181942575179136	0.7876778136467915	-1	-0.21232218635320854	0.9778008672319674
3.3820537	1	0.6181942575179136	0.8033168526180441	-1	-0.19668314738195591	0.9350876732480475
3.3820537	1	0.5905826033359718	0.8033168526180441	-1	-0.19668314738195591	0.9350876732480475
3.5057461	1	0.5905826033359718	0.8191433975531642	-1	-0.18085660244683577	0.8883794872952538
3.5057461	1	0.5675728915176874	0.8191433975531642	-1	-0.18085660244683577	0.8883794872952538
3.6290873	1	0.5675728915176874	0.831806707691039	-1	-0.16819329230896096	0.8482912159577467
3.6290873	1	0.5445631796994026	0.831806707691039	-1	-0.16819329230896096	0.8482912159577467
3.7515834	1	0.5445631796994026	0.8440311504686674	-1	-0.1559688495313326	0.8071440509443177
3.7515834	1	0.5230874486690036	0.8440311504686674	-1	-0.1559688495313326	0.8071440509443177
3.875972	1	0.5230874486690036	0.8550735008633027	-1	-0.1449264991366973	0.7677846728597311
3.875972	1	0.5031456984264904	0.8550735008633027	-1	-0.1449264991366973	0.7677846728597311
3.9992055	1	0.5031456984264904	0.8650313089365651	-1	-0.1349686910634349	0.7304107418568254
3.9992055	1	0.4847379289718625	0.8650313089365651	-1	-0.1349686910634349	0.7304107418568254
4.1242925	1	0.4847379289718625	0.8739859750716523	-1	-0.12601402492834768	0.6952057995060928
4.1242925	1	0.46786414030512047	0.8739859750716523	-1	-0.12601402492834768	0.6952057995060928
