time	mode	theta	u	uh	u+uh	h
4.8E-06	0	2.606233358617704	0	0	0	0
4.8E-06	0	2.606233358617704	0	0	0	0
4.8E-06	0	2.606233358617704	0	0	0	0
0.1215658	0	2.606233358617704	0	0	0	0
0.1215658	0	2.606233358617704	0	0	0	0
0.2456849	0	2.606233358617704	0	0	0	0
0.2456849	0	2.606233358617704	0	0	0	0
0.3691781	0	2.606233358617704	0	0	0	0
0.3691781	0	2.606233358617704	0	0	0	0
0.4910232	0	2.606233358617704	0	0	0	0
0.4910232	0	2.606233358617704	0	0	0	0
0.6141459	0	2.606233358617704	0	0	0	0
0.6141459	0	2.606233358617704	0	0	0	0
0.7376067	0	2.606233358617704	0	0	0	0
0.7376067	0	2.604699377829819	0	0	0	0
0.8605248	0	2.604699377829819	0	0	0	0
0.8605248	0	2.606233358617704	0	0	0	0
0.9830686	0	2.606233358617704	0	0	0	0
0.9830686	0	2.606233358617704	0	0	0	0
1.1072742	0	2.606233358617704	0	0	0	0
1.1072742	0	2.606233358617704	0	0	0	0
1.2301547	0	2.606233358617704	0	0	0	0
1.2301547	0	2.606233358617704	0	0	0	0
1.3561155	0	2.606233358617704	0	0	0	0
1.3561155	0	2.606233358617704	0	0	0	0
1.4807818	0	2.606233358617704	0	0	0	0
1.4807818	0	2.606233358617704	0	0	0	0
1.6058744	0	2.606233358617704	0	0	0	0
1.6058744	0	2.606233358617704	0	0	0	0
1.7289038	0	2.606233358617704	0	0	0	0
1.7289038	0	2.606233358617704	0	0	0	0
1.8532801	0	2.606233358617704	0	0	0	0
1.8532801	0	2.606233358617704	0	0	0	0
1.97575	0	2.606233358617704	0	0	0	0
1.97575	0	2.606233358617704	0	0	0	0
2.099768	0	2.606233358617704	0	0	0	0
2.099768	0	2.606233358617704	0	0	0	0
2.2240113	0	2.606233358617704	0	0	0	0
2.2240113	0	2.606233358617704	0	0	0	0
2.3490775	0	2.606233358617704	0	0	0	0
2.3490775	0	2.606233358617704	0	0	0	0
2.4735641	0	2.606233358617704	0	0	0	0
2.4735641	0	2.606233358617704	0	0	0	0
2.5971132	0	2.606233358617704	0	0	0	0
2.5971132	0	2.606233358617704	0	0	0	0
2.7196121	0	2.606233358617704	0	0	0	0
2.7196121	0	2.606233358617704	0	0	0	0
2.8433875	0	2.606233358617704	0	0	0	0
2.8433875	0	2.606233358617704	0	0	0	0
2.9651825	0	2.606233358617704	0	0	0	0
2.9651825	0	2.604699377829819	0	0	0	0
3.0876544	0	2.604699377829819	0	0	0	0
3.0876544	0	2.606233358617704	0	0	0	0
3.2114683	0	2.606233358617704	0	0	0	0
3.2114683	0	2.606233358617704	0	0	0	0
3.3351804	0	2.606233358617704	0	0	0	0
3.3351804	0	2.606233358617704	0	0	0	0
3.4577366	0	2.606233358617704	0	0	0	0
3.4577366	0	2.606233358617704	0	0	0	0
3.5819913	0	2.606233358617704	0	0	0	0
3.5819913	0	2.606233358617704	0	0	0	0
3.704556	0	2.606233358617704	0	0	0	0
3.704556	0	2.606233358617704	0	0	0	0
3.8276905	0	2.606233358617704	0	0	0	0
3.8276905	0	2.606233358617704	0	0	0	0
3.9511038	0	2.606233358617704	0	0	0	0
3.9511038	0	2.606233358617704	0	0	0	0
4.0763413	0	2.606233358617704	0	0	0	0
4.0763413	0	2.606233358617704	0	0	0	0
4.2006536	0	2.606233358617704	0	0	0	0
4.2006536	0	2.606233358617704	0	0	0	0
4.3264407	0	2.606233358617704	0	0	0	0
4.3264407	0	2.606233358617704	0	0	0	0
4.4487223	0	2.606233358617704	0	0	0	0
4.4487223	0	2.606233358617704	0	0	0	0
4.5709949	0	2.606233358617704	0	0	0	0
4.5709949	0	2.606233358617704	0	0	0	0
4.6947125	0	2.606233358617704	0	0	0	0
4.6947125	0	2.606233358617704	0	0	0	0
4.8184518	0	2.606233358617704	0	0	0	0
4.8184518	0	2.606233358617704	0	0	0	0
4.9419094	0	2.606233358617704	0	0	0	0
4.9419094	0	2.606233358617704	0	0	0	0
5.0645452	1	2.606233358617704	0	-1	-1	0.29088454618775983
5.0645452	1	2.598563454678276	0	-1	-1	0.29088454618775983
5.1884475	1	2.598563454678276	0	-1	-1	0.30855913926503087
5.1884475	1	2.468175087707997	0	-1	-1	0.30855913926503087
5.3294572	1	2.468175087707997	0	-1	-1	0.5910260290879826
5.3294572	1	2.3071071049800045	0	-1	-1	0.5910260290879826
