time	mode	theta	u	uh	h
0	0	0	0	0	0
0	0	2.7304858024364416	0	0	0
0.1090847	0	2.7304858024364416	0	0	0
0.1090847	0	2.7304858024364416	0	0	0
0.232064	0	2.7304858024364416	0	0	0
0.232064	0	2.7289518216485558	0	0	0
0.3561218	0	2.7289518216485558	0	0	0
0.3561218	0	2.72741784086067	0	0	0
0.4829761	0	2.72741784086067	0	0	0
0.4829761	0	2.72741784086067	0	0	0
0.6088056	0	2.72741784086067	0	0	0
0.6088056	0	2.725883860072784	0	0	0
0.7325499	0	2.725883860072784	0	0	0
0.7325499	0	2.7243498792848984	0	0	0
0.7325499	0	2.7243498792848984	0	0	0
0.8549605	0	2.7243498792848984	0	0	0
0.8549605	0	2.7243498792848984	0	0	0
0.9766198	0	2.7243498792848984	0	0	0
0.9766198	0	2.719747936921242	0	0	0
1.0999157	0	2.719747936921242	0	0	0
1.0999157	0	2.623107147284446	0	0	0
1.2240317	0	2.623107147284446	0	0	0
1.2240317	0	2.589359569950962	0	0	0
1.3466727	0	2.589359569950962	0	0	0
1.4692748	0	2.6016314162540475	0	0	0
1.4692748	0	2.6016314162540475	0	0	0
1.5943308	0	2.6016314162540475	0	0	0
1.5943308	0	2.6016314162540475	0	0	0
1.5943308	0	2.6031653970419333	0	0	0
1.7191015	0	2.6031653970419333	0	0	0
1.7191015	0	2.6031653970419333	0	0	0
1.8425489	0	2.6031653970419333	0	0	0
1.9672111	0	2.6031653970419333	0	0	0
1.9672111	0	2.6031653970419333	0	0	0
2.0919111	0	2.6031653970419333	0	0	0
2.0919111	0	2.6031653970419333	0	0	0
2.2165872	0	2.6031653970419333	0	0	0
2.2165872	0	2.6031653970419333	0	0	0
2.2165872	0	2.604699377829819	0	0	0
2.3405463	0	2.604699377829819	0	0	0
2.3405463	0	2.6031653970419333	0	0	0
2.4646753	0	2.6031653970419333	0	0	0
2.4646753	0	2.6031653970419333	0	0	0
2.5880447	0	2.6031653970419333	0	0	0
2.5880447	0	2.604699377829819	0	0	0
2.7139291	0	2.604699377829819	0	0	0
2.7139291	0	2.604699377829819	0	0	0
2.8383306	0	2.604699377829819	0	0	0
2.8383306	0	2.6031653970419333	0	0	0
2.9626581	0	2.6031653970419333	0	0	0
2.9626581	0	2.604699377829819	0	0	0
3.0878806	0	2.604699377829819	0	0	0
3.0878806	0	2.6031653970419333	0	0	0
3.2127062	0	2.6031653970419333	0	0	0
3.2127062	0	2.6031653970419333	0	0	0
3.3359946	0	2.6031653970419333	0	0	0
3.3359946	0	2.604699377829819	0	0	0
3.4591655	0	2.604699377829819	0	0	0
3.4591655	0	2.6031653970419333	0	0	0
3.5827832	0	2.6031653970419333	0	0	0
3.5827832	0	2.604699377829819	0	0	0
3.7067239	0	2.604699377829819	0	0	0
3.7067239	0	2.604699377829819	0	0	0
3.8307887	0	2.604699377829819	0	0	0
3.8307887	0	2.604699377829819	0	0	0
3.953095	0	2.604699377829819	0	0	0
3.953095	0	2.6031653970419333	0	0	0
4.0763771	0	2.6031653970419333	0	0	0
4.2010368	0	2.6031653970419333	0	0	0
4.2010368	0	2.6031653970419333	0	0	0
4.3244322	0	2.604699377829819	0	0	0
4.3244322	0	2.604699377829819	0	0	0
4.3244322	0	2.604699377829819	0	0	0
4.4480209	0	2.604699377829819	0	0	0
4.571458	0	2.604699377829819	0	0	0
4.571458	0	2.604699377829819	0	0	0
4.6961709	0	2.604699377829819	0	0	0
4.6961709	0	2.604699377829819	0	0	0
4.8202719	1	2.604699377829819	0	0	0
4.8202719	1	2.604699377829819	0	0	0.29442887719144284
4.9441126	1	2.6031653970419333	0	0	0.29442887719144284
4.9441126	1	2.6031653970419333	0	0	0.29796850200101266
4.9441126	1	2.604699377829819	0	0	0.29796850200101266
5.0676494	1	2.604699377829819	0	0	0.29442887719144284
5.1915113	1	2.6031653970419333	0	0	0.29442887719144284
5.1915113	1	2.6031653970419333	0	0	0.29796850200101266
5.1915113	1	2.604699377829819	0	0	0.29796850200101266
5.3162505	1	2.604699377829819	0	0	0.29442887719144284
5.3162505	1	2.604699377829819	0	0	0.29442887719144284
5.4564565	1	2.604699377829819	0	0	0.29442887719144284
5.4564565	1	2.604699377829819	0	0	0.29442887719144284
5.5796979	1	2.604699377829819	0	0	0.29442887719144284
5.5796979	1	2.6031653970419333	0	0	0.29442887719144284
5.7049792	1	2.6031653970419333	0	-1	0.29796850200101266
5.7049792	1	2.59702947389039	0	-1	0.29796850200101266
5.8279176	1	2.59702947389039	0	-1	0.3120799392981398
5.8279176	1	2.4697090684958827	0	-1	0.3120799392981398
5.952466	1	2.4697090684958827	0	-1	0.5879005493605509
5.952466	1	2.3224469128588607	0	-1	0.5879005493605509
6.0747593	1	2.3224469128588607	0	-1	0.8664863580286378
6.0747593	1	2.19972844982801	0	-1	0.8664863580286378
6.2000163	1	2.19972844982801	0	-1	1.065509592014336
6.2000163	1	2.0724080444335016	0	-1	1.065509592014336
6.3239041	1	2.0724080444335016	0	-1	1.2401611471821976
6.3239041	1	1.9420196774632217	0	-1	1.2401611471821976
6.4482061	1	1.9420196774632217	0	-1	1.3854189475763636
6.4482061	1	1.8131652912808276	0	-1	1.3854189475763636
6.5725956	1	1.8131652912808276	0	-1	1.4955632668420529
6.5725956	1	1.6843109050984344	0	-1	1.4955632668420529
6.6969125	1	1.6843109050984344	0	-1	1.5725006804308586
6.6969125	1	1.5600584612796968	0	-1	1.5725006804308586
6.8194118	1	1.5600584612796968	0	-1	1.615241187073782
6.8194118	1	1.4342720366730743	0	-1	1.615241187073782
6.9447395	1	1.4342720366730743	0	-1	1.627057859020632
6.9447395	1	1.3100195928543377	0	-1	1.627057859020632
7.0684734	1	1.3100195928543377	0	-1	1.60766248476051
7.0684734	1	1.1826991874598294	0	-1	1.60766248476051
7.1930098	1	1.1826991874598294	0.14712032795564733	-1	1.5557578552224267
7.1930098	1	1.0584467436410927	0.14712032795564733	-1	1.5557578552224267
7.3166913	1	1.0584467436410927	0.4362284456048801	-1	1.4738453983359285
7.3166913	1	0.952602069276983	0.4362284456048801	-1	1.4738453983359285
7.4402755	1	0.952602069276983	0.5733831403510753	-1	1.379713565701246
7.4402755	1	0.8958447801252145	0.5733831403510753	-1	1.379713565701246
7.5641218	1	0.8958447801252145	0.6270930031905937	-1	1.320008229077805
7.5641218	1	0.8406214717613314	0.6270930031905937	-1	1.320008229077805
7.6893269	1	0.8406214717613314	0.6708825477950691	-1	1.2557326111335645
7.6893269	1	0.7976700097005334	0.6708825477950691	-1	1.2557326111335645
7.8137175	1	0.7976700097005334	0.7005799192468114	-1	1.2015237139163766
7.8137175	1	0.7562525284276211	0.7005799192468114	-1	1.2015237139163766
7.9375766	1	0.7562525284276211	0.7263656865864753	-1	1.1457564996121203
7.9375766	1	0.7209709703062512	0.7263656865864753	-1	1.1457564996121203
8.0619617	1	0.7209709703062512	0.7465129550600207	-1	1.0955450332181775
8.0619617	1	0.6887573737606529	0.7465129550600207	-1	1.0955450332181775
8.185659	1	0.6887573737606529	0.7636786224060261	-1	1.0475255196120494
8.185659	1	0.6550097964271688	0.7636786224060261	-1	1.0475255196120494
8.3107582	1	0.6550097964271688	0.7805869948730145	-1	0.9949933326843754
8.3107582	1	0.627398142245227	0.7805869948730145	-1	0.9949933326843754
8.4347653	1	0.627398142245227	0.7937151439161491	-1	0.9503182225893501
8.4347653	1	0.5997864880632857	0.7937151439161491	-1	0.9503182225893501
8.5588107	1	0.5997864880632857	0.8062926589304643	-1	0.9041183056009992
8.5588107	1	0.5752427954571155	0.8062926589304643	-1	0.9041183056009992
8.6829783	1	0.5752427954571155	0.8170680798958011	-1	0.8617716279231291
8.6829783	1	0.5522330836388307	0.8170680798958011	-1	0.8617716279231291
8.8058501	1	0.5522330836388307	0.8268672179915617	-1	0.8209774274683406
8.8058501	1	0.5276893910326605	0.8268672179915617	-1	0.8209774274683406
8.9290357	1	0.5276893910326605	0.8370381156467525	-1	0.7762964775093292
8.9290357	1	0.5077476407901473	0.8370381156467525	-1	0.7762964775093292
9.0536735	1	0.5077476407901473	0.8451163978144054	-1	0.7391060880769165
