time	mode	theta	u	uh	h
0	0	0	0	0	0
0	0	2.7320197832243265	0	0	0
0.1123622	0	2.7320197832243265	0	0	0
0.1123622	0	2.7304858024364416	0	0	0
0.2366952	0	2.7304858024364416	0	0	0
0.2366952	0	2.7289518216485558	0	0	0
0.3613364	0	2.7289518216485558	0	0	0
0.3613364	0	2.7289518216485558	0	0	0
0.4848451	0	2.7289518216485558	0	0	0
0.4848451	0	2.72741784086067	0	0	0
0.6098745	0	2.72741784086067	0	0	0
0.6098745	0	2.725883860072784	0	0	0
0.7487529	0	2.725883860072784	0	0	0
0.7487529	0	2.725883860072784	0	0	0
0.8715938	0	2.725883860072784	0	0	0
0.8715938	0	2.725883860072784	0	0	0
0.9950797	0	2.7243498792848984	0	0	0
0.9950797	0	2.7243498792848984	0	0	0
0.9950797	0	2.7151459945575844	0	0	0
1.119621	0	2.7151459945575844	0	0	0
1.119621	0	2.612369281769247	0	0	0
1.243082	0	2.612369281769247	0	0	0
1.3665556	0	2.595495493102505	0	0	0
1.3665556	0	2.595495493102505	0	0	0
1.4901867	0	2.6031653970419333	0	0	0
1.4901867	0	2.6031653970419333	0	0	0
1.4901867	0	2.604699377829819	0	0	0
1.6153234	0	2.604699377829819	0	0	0
1.6153234	0	2.604699377829819	0	0	0
1.7560109	0	2.604699377829819	0	0	0
1.7560109	0	2.606233358617704	0	0	0
1.8770569	0	2.606233358617704	0	0	0
1.8770569	0	2.606233358617704	0	0	0
1.9967263	0	2.606233358617704	0	0	0
1.9967263	0	2.606233358617704	0	0	0
2.1187384	0	2.606233358617704	0	0	0
2.1187384	0	2.60776733940559	0	0	0
2.2404607	0	2.60776733940559	0	0	0
2.2404607	0	2.60776733940559	0	0	0
2.3642899	0	2.60776733940559	0	0	0
2.3642899	0	2.60776733940559	0	0	0
2.4876251	0	2.60776733940559	0	0	0
2.4876251	0	2.60776733940559	0	0	0
2.6132604	0	2.60776733940559	0	0	0
2.6132604	0	2.60776733940559	0	0	0
2.7385264	0	2.60776733940559	0	0	0
2.7385264	0	2.60776733940559	0	0	0
2.8621878	0	2.60776733940559	0	0	0
2.8621878	0	2.60776733940559	0	0	0
2.9859917	0	2.60776733940559	0	0	0
2.9859917	0	2.60776733940559	0	0	0
3.1102846	0	2.60776733940559	0	0	0
3.1102846	0	2.606233358617704	0	0	0
3.2340192	0	2.606233358617704	0	0	0
3.2340192	0	2.60776733940559	0	0	0
3.3599684	0	2.60776733940559	0	0	0
3.3599684	0	2.60776733940559	0	0	0
3.4833925	0	2.60776733940559	0	0	0
3.4833925	0	2.60776733940559	0	0	0
3.605517	0	2.60776733940559	0	0	0
3.605517	0	2.60776733940559	0	0	0
3.7282599	0	2.60776733940559	0	0	0
3.7282599	0	2.60776733940559	0	0	0
3.8524318	0	2.60776733940559	0	0	0
3.8524318	0	2.60776733940559	0	0	0
3.9771455	0	2.60776733940559	0	0	0
