time	mode	theta	u	uh	h
0	0	0	0	0	0
0	0	2.7320197832243265	0	0	0
0	0	2.7320197832243265	0	0	0
0	0	2.7320197832243265	0	0	0
0	0	2.7320197832243265	0	0	0
0	0	2.7304858024364416	0	0	0
0	0	2.7304858024364416	0	0	0
0	0	2.7289518216485558	0	0	0
0	0	2.7289518216485558	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.725883860072784	0	0	0
0	0	2.725883860072784	0	0	0
0	0	2.725883860072784	0	0	0
0	0	2.725883860072784	0	0	0
0	0	2.7166799753454702	0	0	0
0	0	2.7166799753454702	0	0	0
0	0	2.615437243345018	0	0	0
0	0	2.615437243345018	0	0	0
0	0	2.59702947389039	0	0	0
0	0	2.59702947389039	0	0	0
0	0	2.606233358617704	0	0	0
0	0	2.606233358617704	0	0	0
0	0	2.60776733940559	0	0	0
0	0	2.60776733940559	0	0	0
0	0	2.60776733940559	0	0	0
0	0	2.60776733940559	0	0	0
0	0	2.60776733940559	0	0	0
0	0	2.60776733940559	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6093013201934756	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
0	0	2.6108353009813614	0	0	0
