time	mode	theta	u	uh	h
0	0	0	0	0	0
0	0	2.7304858024364416	0	0	0
0	0	2.7304858024364416	0	0	0
0	0	2.7304858024364416	0	0	0
0	0	2.7304858024364416	0	0	0
0	0	2.7289518216485558	0	0	0
0	0	2.7289518216485558	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.72741784086067	0	0	0
0	0	2.725883860072784	0	0	0
0	0	2.725883860072784	0	0	0
0	0	2.7243498792848984	0	0	0
0	0	2.7243498792848984	0	0	0
0	0	2.7243498792848984	0	0	0
0	0	2.7243498792848984	0	0	0
0	0	2.718213956133356	0	0	0
0	0	2.718213956133356	0	0	0
0	0	2.6200391857086753	0	0	0
0	0	2.6200391857086753	0	0	0
0	0	2.587825589163077	0	0	0
0	0	2.587825589163077	0	0	0
0	0	2.6016314162540475	0	0	0
0	0	2.6016314162540475	0	0	0
0	0	2.6016314162540475	0	0	0
0	0	2.6016314162540475	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
0	0	2.6031653970419333	0	0	0
9.5E-06	0	2.6031653970419333	0	0	0
9.5E-06	0	2.6031653970419333	0	0	0
0.1240842	0	2.6031653970419333	0	0	0
0.1240842	0	2.6031653970419333	0	0	0
0.2473974	0	2.6031653970419333	0	0	0
0.2473974	0	2.6031653970419333	0	0	0
0.3718165	0	2.6031653970419333	0	0	0
0.3718165	0	2.6031653970419333	0	0	0
0.4951271	0	2.6031653970419333	0	0	0
0.4951271	0	2.6031653970419333	0	0	0
0.6171121	0	2.6031653970419333	0	0	0
0.6171121	0	2.6031653970419333	0	0	0
0.7404471	0	2.6031653970419333	0	0	0
0.7404471	0	2.6031653970419333	0	0	0
0.864223	0	2.6031653970419333	0	0	0
0.864223	0	2.6031653970419333	0	0	0
0.986779	0	2.6031653970419333	0	0	0
0.986779	0	2.6031653970419333	0	0	0
1.1110392	0	2.6031653970419333	0	0	0
1.1110392	0	2.6031653970419333	0	0	0
1.2353763	0	2.6031653970419333	0	0	0
1.2353763	0	2.6031653970419333	0	0	0
1.3570993	0	2.6031653970419333	0	0	0
1.3570993	0	2.6031653970419333	0	0	0
1.4820979	0	2.6031653970419333	0	0	0
1.4820979	0	2.6031653970419333	0	0	0
1.605655	0	2.6031653970419333	0	0	0
1.605655	0	2.6031653970419333	0	0	0
1.7301109	0	2.6031653970419333	0	0	0
1.7301109	0	2.6031653970419333	0	0	0
1.8546595	0	2.6031653970419333	0	0	0
1.8546595	0	2.6031653970419333	0	0	0
1.9805459	0	2.6031653970419333	0	0	0
1.9805459	0	2.6031653970419333	0	0	0
2.1049274	0	2.6031653970419333	0	0	0
2.1049274	0	2.6031653970419333	0	0	0
2.228318	0	2.6031653970419333	0	0	0
2.228318	0	2.6031653970419333	0	0	0
2.3532881	0	2.6031653970419333	0	0	0
2.3532881	0	2.6031653970419333	0	0	0
2.4768311	0	2.6031653970419333	0	0	0
2.4768311	0	2.6031653970419333	0	0	0
2.6018123	0	2.6031653970419333	0	0	0
2.6018123	0	2.6031653970419333	0	0	0
2.726498	0	2.6031653970419333	0	0	0
2.726498	0	2.6031653970419333	0	0	0
2.8486768	0	2.6031653970419333	0	0	0
2.8486768	0	2.6031653970419333	0	0	0
2.9713732	0	2.6031653970419333	0	0	0
2.9713732	0	2.6031653970419333	0	0	0
3.0950607	0	2.6031653970419333	0	0	0
3.0950607	0	2.6031653970419333	0	0	0
3.218176	0	2.6031653970419333	0	0	0
3.218176	0	2.6031653970419333	0	0	0
3.344741	0	2.6031653970419333	0	0	0
3.344741	0	2.6031653970419333	0	0	0
3.4691444	0	2.6031653970419333	0	0	0
3.4691444	0	2.6031653970419333	0	0	0
3.5937754	0	2.6031653970419333	0	0	0
3.5937754	0	2.6031653970419333	0	0	0
3.7163858	0	2.6031653970419333	0	0	0
3.7163858	0	2.6031653970419333	0	0	0
3.8388761	0	2.6031653970419333	0	0	0
3.8388761	0	2.6031653970419333	0	0	0
3.9629953	0	2.6031653970419333	0	0	0
3.9629953	0	2.6031653970419333	0	0	0
4.0873542	0	2.6031653970419333	0	0	0
4.0873542	0	2.6031653970419333	0	0	0
4.2098122	0	2.6031653970419333	0	0	0
4.2098122	0	2.6031653970419333	0	0	0
4.3344697	0	2.6031653970419333	0	0	0
4.3344697	0	2.6031653970419333	0	0	0
4.4577758	0	2.6031653970419333	0	0	0
4.4577758	0	2.6031653970419333	0	0	0
4.5820581	0	2.6031653970419333	0	0	0
4.5820581	0	2.6031653970419333	0	0	0
4.7051621	0	2.6031653970419333	0	0	0
4.7051621	0	2.6031653970419333	0	0	0
4.8308518	0	2.6031653970419333	0	0	0
4.8308518	0	2.6031653970419333	0	0	0
