time	mode	theta	u	uh	h
	0	0	0
0	0	0.18714565612204836	0	0	0
8.4E-06	0	0.18714565612204836	0	0	0
8.4E-06	0	0.18714565612204836	0	0	0
0.1232827	0	0.18714565612204836	0	0	0
0.1232827	0	0.18714565612204836	0	0	0
0.2473853	0	0.18714565612204836	0	0	0
0.2473853	0	0.18714565612204836	0	0	0
0.3701007	0	0.18714565612204836	0	0	0
0.3701007	0	0.18714565612204836	0	0	0
0.4923877	0	0.18714565612204836	0	0	0
0.4923877	0	0.18714565612204836	0	0	0
0.6149182	0	0.18714565612204836	0	0	0
0.6149182	0	0.18714565612204836	0	0	0
0.7373692	0	0.18714565612204836	0	0	0
0.7373692	0	0.18714565612204836	0	0	0
0.8628299	0	0.18714565612204836	0	0	0
0.8628299	0	0.18714565612204836	0	0	0
0.9882125	0	0.18714565612204836	0	0	0
0.9882125	0	0.18714565612204836	0	0	0
1.1104435	0	0.18714565612204836	0	0	0
1.1104435	0	0.18714565612204836	0	0	0
1.2339171	0	0.18714565612204836	0	0	0
1.2339171	0	0.18714565612204836	0	0	0
1.3590529	0	0.18714565612204836	0	0	0
1.3590529	0	0.18714565612204836	0	0	0
1.481599	0	0.18714565612204836	0	0	0
1.481599	0	0.18714565612204836	0	0	0
1.6043494	0	0.18714565612204836	0	0	0
1.6043494	0	0.18714565612204836	0	0	0
1.7277474	0	0.18714565612204836	0	0	0
1.7277474	0	0.18714565612204836	0	0	0
1.8521243	0	0.18714565612204836	0	0	0
1.8521243	0	0.18714565612204836	0	0	0
1.9760277	0	0.18714565612204836	0	0	0
1.9760277	0	0.18714565612204836	0	0	0
2.1000409	0	0.18714565612204836	0	0	0
2.1000409	0	0.18714565612204836	0	0	0
2.2246802	0	0.18714565612204836	0	0	0
2.2246802	0	0.18714565612204836	0	0	0
2.3483952	0	0.18714565612204836	0	0	0
2.3483952	0	0.18714565612204836	0	0	0
2.4721436	0	0.18714565612204836	0	0	0
2.4721436	0	0.18714565612204836	0	0	0
2.5979213	0	0.18714565612204836	0	0	0
2.5979213	0	0.18714565612204836	0	0	0
2.7219931	0	0.18714565612204836	0	0	0
2.7219931	0	0.18714565612204836	0	0	0
2.8445684	0	0.18714565612204836	0	0	0
2.8445684	0	0.18714565612204836	0	0	0
2.9682985	0	0.18714565612204836	0	0	0
2.9682985	0	0.18714565612204836	0	0	0
3.089786	0	0.18714565612204836	0	0	0
3.089786	0	0.18714565612204836	0	0	0
3.2153228	0	0.18714565612204836	0	0	0
3.2153228	0	0.18714565612204836	0	0	0
3.3390622	0	0.18714565612204836	0	0	0
3.3390622	0	0.18714565612204836	0	0	0
3.4618384	0	0.18714565612204836	0	0	0
3.4618384	0	0.18714565612204836	0	0	0
3.5852289	0	0.18714565612204836	0	0	0
3.5852289	0	0.18714565612204836	0	0	0
3.7088497	0	0.18714565612204836	0	0	0
3.7088497	0	0.18714565612204836	0	0	0
3.8321998	0	0.18714565612204836	0	0	0
3.8321998	0	0.18714565612204836	0	0	0
3.9586434	0	0.18714565612204836	0	0	0
3.9586434	0	0.18714565612204836	0	0	0
4.0811576	0	0.18714565612204836	0	0	0
4.0811576	0	0.18714565612204836	0	0	0
4.205971	0	0.18714565612204836	0	0	0
4.205971	0	0.18714565612204836	0	0	0
4.3291797	0	0.18714565612204836	0	0	0
